1749746065.982742 server started (27205): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1749746065.982808 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1749746065.982819 using libevent 2.1.12-stable poll
1749746065.982825 using ncurses 6.5 20250125
1749746066.435612 cmdq_insert_after <client-27344>: [set-option/0x70b893e98000] after [set-option/0x70b893e98d00]
1749746066.435614 cmdq_insert_after <client-27344>: [set-option/0x70b893ee1f00] after [set-option/0x70b893e98000]
1749746066.435616 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0300] after [set-option/0x70b893ee1f00]
1749746066.435618 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0400] after [set-option/0x70b893ee0300]
1749746066.435620 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0500] after [set-option/0x70b893ee0400]
1749746066.435622 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0600] after [set-option/0x70b893ee0500]
1749746066.435624 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0700] after [set-option/0x70b893ee0600]
1749746066.435626 cmdq_insert_after <client-27344>: [set-option/0x70b893ee0800] after [set-option/0x70b893ee0700]
1749746066.435633 unref client 0x70b893ed9c00 (51 references)
1749746066.435635 cmdq_next <global>: waiting
1749746066.435637 cmdq_next </dev/pts/0>: waiting
1749746066.435639 cmdq_next <client-27344>: enter
1749746066.435641 cmdq_next <client-27344>: [source-file/0x70b893ee1b00] (0), flags 1
1749746066.435643 unref client 0x70b893ed9c00 (50 references)
1749746066.435646 cmdq_next <client-27344>: [set-option/0x70b893ee0100] (0), flags 0
1749746066.435648 cmd_find_best_session: 0 sessions to try
1749746066.435650 cmd_find_current_client: no target, return (nil)
1749746066.435652 cmd_find_best_session: 0 sessions to try
1749746066.435654 cmd_find_target: target none, type pane, item 0x70b893ee0100, flags QUIET,CANFAIL
1749746066.435656 cmd_find_best_session: 0 sessions to try
1749746066.435658 cmd_find_target: error
1749746066.435660 format_defaults: c=none
1749746066.435662 format_defaults: s=none
1749746066.435664 format_defaults: wl=none
1749746066.435665 format_defaults: wp=none
1749746066.435667 format_expand1: expanding format: @_ctp_connect_style
1749746066.435669 format_expand1: result is: @_ctp_connect_style
1749746066.435671 unref client 0x70b893ed9c00 (50 references)
1749746066.435673 format_defaults: c=none
1749746066.435675 format_defaults: s=none
1749746066.435677 format_defaults: wl=none
1749746066.435679 format_defaults: wp=none
1749746066.435681 format_expand1: expanding format: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1749746066.435683 format_expand1: found #{}: ?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]
1749746066.435686 format_replace: condition is: #{==:#{@catppuccin_status_connect_separator},yes}
1749746066.435688 format_expand1: expanding format: #{==:#{@catppuccin_status_connect_separator},yes}
1749746066.435691 format_expand1: found #{}: ==:#{@catppuccin_status_connect_separator},yes
1749746066.435693 format_replace: modifier 0 is ==
1749746066.435695 format_expand1: expanding format: #{@catppuccin_status_connect_separator}
1749746066.435697 format_expand1: found #{}: @catppuccin_status_connect_separator
1749746066.435700 format_replace: format '@catppuccin_status_connect_separator' found: yes
1749746066.435702 format_replace: replaced '@catppuccin_status_connect_separator' with 'yes'
1749746066.435704 format_expand1: result is: yes
1749746066.435706 format_expand1: expanding format: yes
1749746066.435708 format_expand1: result is: yes
1749746066.435710 format_replace: compare == left is: yes
1749746066.435712 format_replace: compare == right is: yes
1749746066.435714 format_replace: replaced '==:#{@catppuccin_status_connect_separator},yes' with '1'
1749746066.435716 format_expand1: result is: 1
1749746066.435718 format_replace: condition '#{==:#{@catppuccin_status_connect_separator},yes}' is true
1749746066.435720 format_replace: replaced '?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]' with ''
1749746066.435722 format_expand1: result is: 
1749746066.435724 unref client 0x70b893ed9c00 (50 references)
1749746066.435727 options_push_changes: @_ctp_connect_style
1749746066.435729 cmd_find_best_session: 0 sessions to try
1749746066.435731 unref client 0x70b893ed9c00 (49 references)
1749746066.435733 cmdq_next <client-27344>: [set-option/0x70b893ee0000] (0), flags 0
1749746066.435735 cmd_find_best_session: 0 sessions to try
1749746066.435737 cmd_find_current_client: no target, return (nil)
1749746066.435739 cmd_find_best_session: 0 sessions to try
1749746066.435741 cmd_find_target: target none, type pane, item 0x70b893ee0000, flags QUIET,CANFAIL
1749746066.435743 cmd_find_best_session: 0 sessions to try
1749746066.435745 cmd_find_target: error
1749746066.435747 format_defaults: c=none
1749746066.435749 format_defaults: s=none
1749746066.435751 format_defaults: wl=none
1749746066.435752 format_defaults: wp=none
1749746066.435754 format_expand1: expanding format: @catppuccin_status_session_icon_fg
1749746066.435756 format_expand1: result is: @catppuccin_status_session_icon_fg
1749746066.435758 unref client 0x70b893ed9c00 (49 references)
1749746066.435765 format_defaults: c=none
1749746066.435766 format_defaults: s=none
1749746066.435768 format_defaults: wl=none
1749746066.435770 format_defaults: wp=none
1749746066.435772 format_expand1: expanding format: #{E:@thm_crust}
1749746066.435774 format_expand1: found #{}: E:@thm_crust
1749746066.435776 format_replace: modifier 0 is E
1749746066.435778 format_replace: format '@thm_crust' found: #11111b
1749746066.435780 format_expand1: expanding format: #11111b
1749746066.435782 format_expand1: result is: #11111b
1749746066.435784 format_replace: replaced 'E:@thm_crust' with '#11111b'
1749746066.435786 format_expand1: result is: #11111b
1749746066.435788 unref client 0x70b893ed9c00 (49 references)
1749746066.435791 options_push_changes: @catppuccin_status_session_icon_fg
1749746066.435793 cmd_find_best_session: 0 sessions to try
1749746066.435795 unref client 0x70b893ed9c00 (48 references)
1749746066.435797 cmdq_next <client-27344>: [set-option/0x70b893e98f00] (0), flags 0
1749746066.435799 cmd_find_best_session: 0 sessions to try
1749746066.435801 cmd_find_current_client: no target, return (nil)
1749746066.435803 cmd_find_best_session: 0 sessions to try
1749746066.435805 cmd_find_target: target none, type pane, item 0x70b893e98f00, flags QUIET,CANFAIL
1749746066.435807 cmd_find_best_session: 0 sessions to try
1749746066.435808 cmd_find_target: error
1749746066.435810 format_defaults: c=none
1749746066.435812 format_defaults: s=none
1749746066.435814 format_defaults: wl=none
1749746066.435815 format_defaults: wp=none
1749746066.435817 format_expand1: expanding format: @catppuccin_status_session_text_fg
1749746066.435820 format_expand1: result is: @catppuccin_status_session_text_fg
1749746066.435821 unref client 0x70b893ed9c00 (48 references)
1749746066.435823 format_defaults: c=none
1749746066.435825 format_defaults: s=none
1749746066.435827 format_defaults: wl=none
1749746066.435829 format_defaults: wp=none
1749746066.435830 format_expand1: expanding format: #{E:@thm_fg}
1749746066.435832 format_expand1: found #{}: E:@thm_fg
1749746066.435834 format_replace: modifier 0 is E
1749746066.435837 format_replace: format '@thm_fg' found: #cdd6f4
1749746066.435839 format_expand1: expanding format: #cdd6f4
1749746066.435841 format_expand1: result is: #cdd6f4
1749746066.435843 format_replace: replaced 'E:@thm_fg' with '#cdd6f4'
1749746066.435844 format_expand1: result is: #cdd6f4
1749746066.435846 unref client 0x70b893ed9c00 (48 references)
1749746066.435849 options_push_changes: @catppuccin_status_session_text_fg
1749746066.435851 cmd_find_best_session: 0 sessions to try
1749746066.435853 unref client 0x70b893ed9c00 (47 references)
1749746066.435855 cmdq_next <client-27344>: [set-option/0x70b893e98e00] (0), flags 0
1749746066.435857 cmd_find_best_session: 0 sessions to try
1749746066.435859 cmd_find_current_client: no target, return (nil)
1749746066.435861 cmd_find_best_session: 0 sessions to try
1749746066.435863 cmd_find_target: target none, type pane, item 0x70b893e98e00, flags QUIET,CANFAIL
1749746066.435865 cmd_find_best_session: 0 sessions to try
1749746066.435867 cmd_find_target: error
1749746066.435869 format_defaults: c=none
1749746066.435870 format_defaults: s=none
1749746066.435872 format_defaults: wl=none
1749746066.435874 format_defaults: wp=none
1749746066.435876 format_expand1: expanding format: @catppuccin_status_session_icon_bg
1749746066.435878 format_expand1: result is: @catppuccin_status_session_icon_bg
1749746066.435880 unref client 0x70b893ed9c00 (47 references)
1749746066.435882 format_defaults: c=none
1749746066.435883 format_defaults: s=none
1749746066.435885 format_defaults: wl=none
1749746066.435887 format_defaults: wp=none
1749746066.435889 format_expand1: expanding format: #{@catppuccin_session_color}
1749746066.435891 format_expand1: found #{}: @catppuccin_session_color
1749746066.435894 format_replace: format '@catppuccin_session_color' found: #{?client_prefix,#{E:@thm_red},#{E:@thm_green}}
1749746066.435896 format_replace: replaced '@catppuccin_session_color' with '#{?client_prefix,#{E:@thm_red},#{E:@thm_green}}'
1749746066.435902 format_expand1: result is: #{?client_prefix,#{E:@thm_red},#{E:@thm_green}}
1749746066.435904 unref client 0x70b893ed9c00 (47 references)
1749746066.435907 options_push_changes: @catppuccin_status_session_icon_bg
1749746066.435909 cmd_find_best_session: 0 sessions to try
1749746066.435911 unref client 0x70b893ed9c00 (46 references)
1749746066.435913 cmdq_next <client-27344>: [set-option/0x70b893e98d00] (0), flags 0
1749746066.435915 cmd_find_best_session: 0 sessions to try
1749746066.435917 cmd_find_current_client: no target, return (nil)
1749746066.435919 cmd_find_best_session: 0 sessions to try
1749746066.435921 cmd_find_target: target none, type pane, item 0x70b893e98d00, flags QUIET,CANFAIL
1749746066.435923 cmd_find_best_session: 0 sessions to try
1749746066.435924 cmd_find_target: error
1749746066.435926 format_defaults: c=none
1749746066.435928 format_defaults: s=none
1749746066.435930 format_defaults: wl=none
1749746066.435932 format_defaults: wp=none
1749746066.435934 format_expand1: expanding format: @_ctp_module_text_bg
1749746066.435936 format_expand1: result is: @_ctp_module_text_bg
1749746066.435938 unref client 0x70b893ed9c00 (46 references)
1749746066.435940 format_defaults: c=none
1749746066.435941 format_defaults: s=none
1749746066.435943 format_defaults: wl=none
1749746066.435945 format_defaults: wp=none
1749746066.435947 format_expand1: expanding format: #{E:@catppuccin_status_module_text_bg}
1749746066.435949 format_expand1: found #{}: E:@catppuccin_status_module_text_bg
1749746066.435951 format_replace: modifier 0 is E
1749746066.435954 format_replace: format '@catppuccin_status_module_text_bg' found: #{?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}}
1749746066.435956 format_expand1: expanding format: #{?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}}
1749746066.435959 format_expand1: found #{}: ?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}
1749746066.435961 format_replace: condition is: @catppuccin_status_module_bg_color
1749746066.435964 format_expand1: expanding format: @catppuccin_status_module_bg_color
1749746066.435966 format_expand1: result is: @catppuccin_status_module_bg_color
1749746066.435968 format_replace: condition '@catppuccin_status_module_bg_color' not found; assuming false
1749746066.435971 format_replace: condition '@catppuccin_status_module_bg_color' is false
1749746066.435973 format_expand1: expanding format: #{@thm_surface_0}
1749746066.435975 format_expand1: found #{}: @thm_surface_0
1749746066.435977 format_replace: format '@thm_surface_0' found: #313244
1749746066.435979 format_replace: replaced '@thm_surface_0' with '#313244'
1749746066.435981 format_expand1: result is: #313244
1749746066.435984 format_replace: replaced '?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}' with '#313244'
1749746066.435986 format_expand1: result is: #313244
1749746066.435988 format_replace: replaced 'E:@catppuccin_status_module_text_bg' with '#313244'
1749746066.435990 format_expand1: result is: #313244
1749746066.435991 unref client 0x70b893ed9c00 (46 references)
1749746066.435994 options_push_changes: @_ctp_module_text_bg
1749746066.435996 cmd_find_best_session: 0 sessions to try
1749746066.435998 unref client 0x70b893ed9c00 (45 references)
1749746066.436000 cmdq_next <client-27344>: [set-option/0x70b893e98000] (0), flags 0
1749746066.436002 cmd_find_best_session: 0 sessions to try
1749746066.436004 cmd_find_current_client: no target, return (nil)
1749746066.436006 cmd_find_best_session: 0 sessions to try
1749746066.436008 cmd_find_target: target none, type pane, item 0x70b893e98000, flags QUIET,CANFAIL
1749746066.436010 cmd_find_best_session: 0 sessions to try
1749746066.436012 cmd_find_target: error
1749746066.436014 format_defaults: c=none
1749746066.436015 format_defaults: s=none
1749746066.436017 format_defaults: wl=none
1749746066.436019 format_defaults: wp=none
1749746066.436037 format_expand1: expanding format: @catppuccin_status_session
1749746066.436039 format_expand1: result is: @catppuccin_status_session
1749746066.436041 unref client 0x70b893ed9c00 (45 references)
1749746066.436044 format_defaults: c=none
1749746066.436045 format_defaults: s=none
1749746066.436047 format_defaults: wl=none
1749746066.436049 format_defaults: wp=none
1749746066.436051 format_expand1: expanding format: #[fg=#{@catppuccin_status_session_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1749746066.436053 format_expand1: found #*1[
1749746066.436056 format_expand1: found #{}: @catppuccin_status_session_icon_bg
1749746066.436059 format_replace: format '@catppuccin_status_session_icon_bg' found: #{?client_prefix,#{E:@thm_red},#{E:@thm_green}}
1749746066.436061 format_replace: replaced '@catppuccin_status_session_icon_bg' with '#{?client_prefix,#{E:@thm_red},#{E:@thm_green}}'
1749746066.436063 format_expand1: found #{}: @_ctp_connect_style
1749746066.436066 format_replace: format '@_ctp_connect_style' found: 
1749746066.436068 format_replace: replaced '@_ctp_connect_style' with ''
1749746066.436070 format_expand1: found #{}: @catppuccin_status_left_separator
1749746066.436072 format_replace: format '@catppuccin_status_left_separator' found: \356\202\266
1749746066.436075 format_replace: replaced '@catppuccin_status_left_separator' with '\356\202\266'
1749746066.436077 format_expand1: result is: #[fg=#{?client_prefix,#{E:@thm_red},#{E:@thm_green}}]\356\202\266
1749746066.436079 unref client 0x70b893ed9c00 (45 references)
1749746066.436082 options_push_changes: @catppuccin_status_session
1749746066.436084 cmd_find_best_session: 0 sessions to try
1749746066.436086 unref client 0x70b893ed9c00 (44 references)
1749746066.436088 cmdq_next <client-27344>: [set-option/0x70b893ee1f00] (0), flags 0
1749746066.436090 cmd_find_best_session: 0 sessions to try
1749746066.436092 cmd_find_current_client: no target, return (nil)
1749746066.436094 cmd_find_best_session: 0 sessions to try
1749746066.436096 cmd_find_target: target none, type pane, item 0x70b893ee1f00, flags QUIET,CANFAIL
1749746066.436098 cmd_find_best_session: 0 sessions to try
1749746066.436100 cmd_find_target: error
1749746066.436102 format_defaults: c=none
1749746066.436104 format_defaults: s=none
1749746066.436105 format_defaults: wl=none
1749746066.436107 format_defaults: wp=none
1749746066.436109 format_expand1: expanding format: @catppuccin_status_session
1749746066.436111 format_expand1: result is: @catppuccin_status_session
1749746066.436113 unref client 0x70b893ed9c00 (44 references)
1749746066.436115 format_defaults: c=none
1749746066.436117 format_defaults: s=none
1749746066.436118 format_defaults: wl=none
1749746066.436120 format_defaults: wp=none
1749746066.436123 format_expand1: expanding format: #[fg=#{@catppuccin_status_session_icon_fg},bg=#{@catppuccin_status_session_icon_bg}]#{@catppuccin_session_icon}
1749746066.436125 format_expand1: found #*1[
1749746066.436127 format_expand1: found #{}: @catppuccin_status_session_icon_fg
1749746066.436130 format_replace: format '@catppuccin_status_session_icon_fg' found: #11111b
1749746066.436132 format_replace: replaced '@catppuccin_status_session_icon_fg' with '#11111b'
1749746066.436134 format_expand1: found #{}: @catppuccin_status_session_icon_bg
1749746066.436136 format_replace: format '@catppuccin_status_session_icon_bg' found: #{?client_prefix,#{E:@thm_red},#{E:@thm_green}}
1749746066.436139 format_replace: replaced '@catppuccin_status_session_icon_bg' with '#{?client_prefix,#{E:@thm_red},#{E:@thm_green}}'
1749746066.436141 format_expand1: found #{}: @catppuccin_session_icon
1749746066.436143 format_replace: format '@catppuccin_session_icon' found: \356\236\225 
1749746066.436146 format_replace: replaced '@catppuccin_session_icon' with '\356\236\225 '
1749746066.436148 format_expand1: result is: #[fg=#11111b,bg=#{?client_prefix,#{E:@thm_red},#{E:@thm_green}}]\356\236\225 
1749746066.436150 unref client 0x70b893ed9c00 (44 references)
1749746066.436152 options_push_changes: @catppuccin_status_session
1749746066.436158 cmd_find_best_session: 0 sessions to try
1749746066.436160 unref client 0x70b893ed9c00 (43 references)
1749746066.436163 cmdq_next <client-27344>: [set-option/0x70b893ee0300] (0), flags 0
1749746066.436164 cmd_find_best_session: 0 sessions to try
1749746066.436166 cmd_find_current_client: no target, return (nil)
1749746066.436168 cmd_find_best_session: 0 sessions to try
1749746066.436170 cmd_find_target: target none, type pane, item 0x70b893ee0300, flags QUIET,CANFAIL
1749746066.436172 cmd_find_best_session: 0 sessions to try
1749746066.436174 cmd_find_target: error
1749746066.436176 format_defaults: c=none
1749746066.436178 format_defaults: s=none
1749746066.436180 format_defaults: wl=none
1749746066.436181 format_defaults: wp=none
1749746066.436183 format_expand1: expanding format: @catppuccin_status_session
1749746066.436185 format_expand1: result is: @catppuccin_status_session
1749746066.436187 unref client 0x70b893ed9c00 (43 references)
1749746066.436189 format_defaults: c=none
1749746066.436191 format_defaults: s=none
1749746066.436193 format_defaults: wl=none
1749746066.436194 format_defaults: wp=none
1749746066.436196 format_expand1: expanding format: #{@catppuccin_status_middle_separator}
1749746066.436199 format_expand1: found #{}: @catppuccin_status_middle_separator
1749746066.436201 format_replace: format '@catppuccin_status_middle_separator' found: 
1749746066.436203 format_replace: replaced '@catppuccin_status_middle_separator' with ''
1749746066.436205 format_expand1: result is: 
1749746066.436207 unref client 0x70b893ed9c00 (43 references)
1749746066.436209 options_push_changes: @catppuccin_status_session
1749746066.436211 cmd_find_best_session: 0 sessions to try
1749746066.436213 unref client 0x70b893ed9c00 (42 references)
1749746066.436215 cmdq_next <client-27344>: [set-option/0x70b893ee0400] (0), flags 0
1749746066.436217 cmd_find_best_session: 0 sessions to try
1749746066.436219 cmd_find_current_client: no target, return (nil)
1749746066.436221 cmd_find_best_session: 0 sessions to try
1749746066.436223 cmd_find_target: target none, type pane, item 0x70b893ee0400, flags QUIET,CANFAIL
1749746066.436225 cmd_find_best_session: 0 sessions to try
1749746066.436227 cmd_find_target: error
1749746066.436229 format_defaults: c=none
1749746066.436230 format_defaults: s=none
1749746066.436232 format_defaults: wl=none
1749746066.436234 format_defaults: wp=none
1749746066.436236 format_expand1: expanding format: @catppuccin_status_session
1749746066.436238 format_expand1: result is: @catppuccin_status_session
1749746066.436240 unref client 0x70b893ed9c00 (42 references)
1749746066.436242 format_defaults: c=none
1749746066.436243 format_defaults: s=none
1749746066.436245 format_defaults: wl=none
1749746066.436247 format_defaults: wp=none
1749746066.436249 format_expand1: expanding format: #[fg=#{@catppuccin_status_session_text_fg},bg=#{@_ctp_module_text_bg}]
1749746066.436251 format_expand1: found #*1[
1749746066.436253 format_expand1: found #{}: @catppuccin_status_session_text_fg
1749746066.436256 format_replace: format '@catppuccin_status_session_text_fg' found: #cdd6f4
1749746066.436258 format_replace: replaced '@catppuccin_status_session_text_fg' with '#cdd6f4'
1749746066.436260 format_expand1: found #{}: @_ctp_module_text_bg
1749746066.436262 format_replace: format '@_ctp_module_text_bg' found: #313244
1749746066.436264 format_replace: replaced '@_ctp_module_text_bg' with '#313244'
1749746066.436266 format_expand1: result is: #[fg=#cdd6f4,bg=#313244]
1749746066.436268 unref client 0x70b893ed9c00 (42 references)
1749746066.436270 options_push_changes: @catppuccin_status_session
1749746066.436272 cmd_find_best_session: 0 sessions to try
1749746066.436274 unref client 0x70b893ed9c00 (41 references)
1749746066.436276 cmdq_next <client-27344>: [set-option/0x70b893ee0500] (0), flags 0
1749746066.436278 cmd_find_best_session: 0 sessions to try
1749746066.436280 cmd_find_current_client: no target, return (nil)
1749746066.436282 cmd_find_best_session: 0 sessions to try
1749746066.436288 cmd_find_target: target none, type pane, item 0x70b893ee0500, flags QUIET,CANFAIL
1749746066.436290 cmd_find_best_session: 0 sessions to try
1749746066.436292 cmd_find_target: error
1749746066.436294 format_defaults: c=none
1749746066.436295 format_defaults: s=none
1749746066.436297 format_defaults: wl=none
1749746066.436299 format_defaults: wp=none
1749746066.436301 format_expand1: expanding format: @catppuccin_status_session
1749746066.436303 format_expand1: result is: @catppuccin_status_session
1749746066.436305 unref client 0x70b893ed9c00 (41 references)
1749746066.436307 options_push_changes: @catppuccin_status_session
1749746066.436309 cmd_find_best_session: 0 sessions to try
1749746066.436311 unref client 0x70b893ed9c00 (40 references)
1749746066.436313 cmdq_next <client-27344>: [set-option/0x70b893ee0600] (0), flags 0
1749746066.436315 cmd_find_best_session: 0 sessions to try
1749746066.436317 cmd_find_current_client: no target, return (nil)
1749746066.436319 cmd_find_best_session: 0 sessions to try
1749746066.436321 cmd_find_target: target none, type pane, item 0x70b893ee0600, flags QUIET,CANFAIL
1749746066.436323 cmd_find_best_session: 0 sessions to try
1749746066.436324 cmd_find_target: error
1749746066.436326 format_defaults: c=none
1749746066.436328 format_defaults: s=none
1749746066.436330 format_defaults: wl=none
1749746066.436331 format_defaults: wp=none
1749746066.436333 format_expand1: expanding format: @catppuccin_status_session
1749746066.436335 format_expand1: result is: @catppuccin_status_session
1749746066.436337 unref client 0x70b893ed9c00 (40 references)
1749746066.436339 format_defaults: c=none
1749746066.436341 format_defaults: s=none
1749746066.436343 format_defaults: wl=none
1749746066.436344 format_defaults: wp=none
1749746066.436347 format_expand1: expanding format: #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}
1749746066.436349 format_expand1: found #*1[
1749746066.436351 format_expand1: found #{}: @_ctp_module_text_bg
1749746066.436353 format_replace: format '@_ctp_module_text_bg' found: #313244
1749746066.436355 format_replace: replaced '@_ctp_module_text_bg' with '#313244'
1749746066.436358 format_expand1: found #{}: @_ctp_connect_style
1749746066.436360 format_replace: format '@_ctp_connect_style' found: 
1749746066.436362 format_replace: replaced '@_ctp_connect_style' with ''
1749746066.436364 format_expand1: found #{}: @catppuccin_status_right_separator
1749746066.436366 format_replace: format '@catppuccin_status_right_separator' found:  
1749746066.436368 format_replace: replaced '@catppuccin_status_right_separator' with ' '
1749746066.436370 format_expand1: result is: #[fg=#313244] 
1749746066.436372 unref client 0x70b893ed9c00 (40 references)
1749746066.436375 options_push_changes: @catppuccin_status_session
1749746066.436377 cmd_find_best_session: 0 sessions to try
1749746066.436379 unref client 0x70b893ed9c00 (39 references)
1749746066.436381 cmdq_next <client-27344>: [set-option/0x70b893ee0700] (0), flags 0
1749746066.436383 cmd_find_best_session: 0 sessions to try
1749746066.436384 cmd_find_current_client: no target, return (nil)
1749746066.436386 cmd_find_best_session: 0 sessions to try
1749746066.436388 cmd_find_target: target none, type pane, item 0x70b893ee0700, flags QUIET,CANFAIL
1749746066.436390 cmd_find_best_session: 0 sessions to try
1749746066.436392 cmd_find_target: error
1749746066.436394 format_defaults: c=none
1749746066.436396 format_defaults: s=none
1749746066.436398 format_defaults: wl=none
1749746066.436399 format_defaults: wp=none
1749746066.436401 format_expand1: expanding format: @_ctp_connect_style
1749746066.436403 format_expand1: result is: @_ctp_connect_style
1749746066.436405 unref client 0x70b893ed9c00 (39 references)
1749746066.436407 options_push_changes: @_ctp_connect_style
1749746066.436409 cmd_find_best_session: 0 sessions to try
1749746066.436411 unref client 0x70b893ed9c00 (38 references)
1749746066.436413 cmdq_next <client-27344>: [set-option/0x70b893ee0800] (0), flags 0
1749746066.436420 cmd_find_best_session: 0 sessions to try
1749746066.436422 cmd_find_current_client: no target, return (nil)
1749746066.436424 cmd_find_best_session: 0 sessions to try
1749746066.436426 cmd_find_target: target none, type pane, item 0x70b893ee0800, flags QUIET,CANFAIL
1749746066.436428 cmd_find_best_session: 0 sessions to try
1749746066.436429 cmd_find_target: error
1749746066.436431 format_defaults: c=none
1749746066.436433 format_defaults: s=none
1749746066.436435 format_defaults: wl=none
1749746066.436437 format_defaults: wp=none
1749746066.436439 format_expand1: expanding format: @_ctp_module_text_bg
1749746066.436441 format_expand1: result is: @_ctp_module_text_bg
1749746066.436442 unref client 0x70b893ed9c00 (38 references)
1749746066.436445 options_push_changes: @_ctp_module_text_bg
1749746066.436447 cmd_find_best_session: 0 sessions to try
1749746066.436448 unref client 0x70b893ed9c00 (37 references)
1749746066.436451 cmdq_next <client-27344>: [source-file/0x70b893ec9700] (0), flags 0
1749746066.436453 cmd_find_best_session: 0 sessions to try
1749746066.436455 cmd_find_current_client: no target, return (nil)
1749746066.436457 cmd_find_best_session: 0 sessions to try
1749746066.436459 cmd_find_target: target none, type pane, item 0x70b893ec9700, flags QUIET,CANFAIL
1749746066.436461 cmd_find_best_session: 0 sessions to try
1749746066.436463 cmd_find_target: error
1749746066.436465 format_defaults: c=none
1749746066.436467 format_defaults: s=none
1749746066.436469 format_defaults: wl=none
1749746066.436471 format_defaults: wp=none
1749746066.436473 format_expand1: expanding format: #{d:current_file}/status/uptime.conf
1749746066.436475 format_expand1: found #{}: d:current_file
1749746066.436477 format_replace: modifier 0 is d
1749746066.436480 format_replace: format 'current_file' found: /home/sergiop/.config/tmux/plugins/catppuccin/tmux
1749746066.436482 format_replace: replaced 'd:current_file' with '/home/sergiop/.config/tmux/plugins/catppuccin/tmux'
1749746066.436485 format_expand1: result is: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/uptime.conf
1749746066.436487 unref client 0x70b893ed9c00 (37 references)
1749746066.436489 cmd_source_file_exec: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/uptime.conf
1749746066.436496 cmd_source_file_add: /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/uptime.conf
1749746066.436499 sending message 300 to peer 0x70b893f291c0 (78 bytes)
1749746066.436501 cmdq_next <client-27344>: exit (wait)
1749746066.436503 cmdq_next <global>: waiting
1749746066.436505 cmdq_next </dev/pts/0>: waiting
1749746066.436507 cmdq_next <client-27344>: waiting
1749746066.436530 cmdq_next <global>: waiting
1749746066.436533 cmdq_next </dev/pts/0>: waiting
1749746066.436535 cmdq_next <client-27344>: waiting
1749746066.436666 peer 0x70b893f291c0 message 301
1749746066.436669 file 31 read 438 bytes
1749746066.436672 peer 0x70b893f291c0 message 302
1749746066.436674 file 31 read done
1749746066.436676 loading /home/sergiop/.config/tmux/plugins/catppuccin/tmux/status/uptime.conf
1749746066.436679 yylex_get_word: %hidden
1749746066.436682 yylex_token: end at EOL
1749746066.436684 yylex_token: MODULE_NAME=uptime
1749746066.436686 yylex_token: end at WS
1749746066.436688 yylex_token: set
1749746066.436690 yylex_token: end at WS
1749746066.436692 yylex_token: -ogq
1749746066.436694 yylex_token: end at WS
1749746066.436696 yylex_token: @catppuccin_uptime_icon
1749746066.436698 yylex_token: end at EOL
1749746066.436700 yylex_token: \363\260\224\237 
1749746066.436702 yylex_token: end at WS
1749746066.436704 yylex_token: set
1749746066.436706 yylex_token: end at WS
1749746066.436708 yylex_token: -ogqF
1749746066.436710 yylex_token: end at WS
1749746066.436712 yylex_token: @catppuccin_uptime_color
1749746066.436714 yylex_token: end at EOL
1749746066.436716 yylex_token: #{E:@thm_sapphire}
1749746066.436718 yylex_token: end at WS
1749746066.436720 yylex_token: set
1749746066.436722 yylex_token: end at WS
1749746066.436723 yylex_token: -ogq
1749746066.436726 yylex_token: end at WS
1749746066.436734 yylex_token: @catppuccin_uptime_text
1749746066.436740 yylex_token: end at EOL
1749746066.436744 yylex_token:  #(uptime | sed 's/^[^,]*up *//; s/, *[[:digit:]]* user.*//; s/ day.*, */d /; s/ hr\\(s*\\).*/h/; s/ min\\(s*\\).*/m/; s/ sec\\(s*\\).*/s/; s/\\([0-9]\\{1,2\\}\\):\\([0-9]\\{1,2\\}\\)/\\1h \\2m/;')
1749746066.436747 yylex_token: end at WS
1749746066.436748 yylex_token: source
1749746066.436750 yylex_token: end at WS
1749746066.436752 yylex_token: -F
1749746066.436755 yylex_token: end at EOL
1749746066.436758 yylex_token: #{d:current_file}/../utils/status_module.conf
1749746066.436761 cmd_parse_build_commands 0:0: set
1749746066.436765 cmd_parse_build_commands 0:1: -ogq
